,id,addr,timestamp,Area_of_interest,Communities_of_interest,Destinations,Corridor_preference,Pittsburgh_areas,Allegheny_County_areas,PAAC_Routes_Used,Routing_Type_Preference,Current_Transit_Usage,Other_Transport_Used,Why_Other_Transport_Used,Age,Employment_status,Where_From,Gender,Race,Comments,from_NameGIS,from_LABEL,from_COG,from_FIPS,from_MUNICODE,from_OBJECTID
56,c24e30a0-cc94-4ca2-b3ab-198ac910a1ee,174.229.7.65,2019-08-10T16:31:52,Monroeville and Eastern Suburbs,Braddock Borough| Monroeville| Pitcairn Borough| Turtle Creek Borough| Wilkins Township,"Aldi| Childrens Hospital of Pittsburgh East| West Mifflin, Pennsylvania, United States| Target, 4004 Monroeville Blvd, Monroeville, Pennsylvania 15146, United States| Miracle Mile Shopping Center, 4100 William Penn Hwy, Monroeville, Pennsylvania 15146, United States",Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Lawrenceville (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh),,61C - McKeesport - Homestead| 64 - Lawrenceville - Waterfront| 67 - Monroeville,6,Never,ACCESS| Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| Too expensive| Too slow| Transit isnt reliable to get me where Im going on time,35-44 years old,Unemployed,Monroeville,Woman,Black or African American,More public outreach\nMore access for disabled individuals,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
57,0261ac05-833a-43f6-912a-459fe7fb1442,136.142.91.32,2019-06-27T17:05:10,Monroeville and Eastern Suburbs,Edgewood Borough| Monroeville| Wilkins Township| Wilkinsburg Borough,"Aldi| Monroeville, Pennsylvania, United States",Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| Allegheny Valley| North Hills / Parkway North| Ohio Valley,14 - Ohio Valley| 67 - Monroeville| G3 - Moon Flyer| O12 - McKnight Flyer| P3 - East Busway - Oakland,3,Several times a week,Private car| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| The stops/stations are hard to get to because of bad or no sidewalks| Too slow| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Monroeville,Prefer not to say,White,The transit to the east is really unreliable and inadequate at times. ,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
58,24b2350a-0287-4e93-9f30-f3a5471aa4bb,73.117.85.5,2019-06-26T00:10:35,Monroeville and Eastern Suburbs,Monroeville,"Murrysville, Pennsylvania, United States",Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),,,,"Rarely, maybe a couple times a year",Private car,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Monroeville,Man,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
59,b77d625d-a63a-4ca3-bac9-e0c3d5ced53c,108.32.85.122,2019-06-25T04:34:32,Monroeville and Eastern Suburbs,Churchill Borough| Edgewood Borough| Monroeville| Pitcairn Borough| Turtle Creek Borough| Wilkins Township,Allegheny Orthopaedic Associates| Community Family Practice UPMC| Forbes Hospital| MedExpress Urgent Care PC Pennsylvania| Premier Med Assoc Int Medicine,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| Allegheny Valley| South Hills,12 - McKnight| 40 - Mt. Washington| 41 - Bower Hill| 55 - Glassport| 57 - Hazelwood| 58 - Greenfield| 67 - Monroeville| 77 - Penn Hills| P12 - Holiday Park Flyer| P67 - Monroeville Flyer| RED - Red Line Castle Shannon| Y45 - Baldwin Manor Flyer,,No more than once a week,ACCESS| Carpool,Public transit is not available where I am travelling to/from| The stops/stations are hard to get to because of bad or no sidewalks| I usually need to carry too many things,65-74 years old,Retired,Monroeville,Woman,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
60,ef4966ba-fb74-47fe-9f0f-6d28c6808c36,67.186.17.24,2019-06-29T11:37:08,Monroeville and Eastern Suburbs,Monroeville,Aldi #56,Mon Valley via East Busway (P7 Corridor) ,Oakland (Pittsburgh),Airport Corridor / Parkway West| North Hills / Parkway North,28X - Airport Flyer,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.","Rarely, maybe a couple times a year",Private car| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough,65-74 years old,Retired,Monroeville,Woman,White,I dont understand how to use the busway.,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
61,e99c088c-f509-407e-a6b8-a470c052602e,206.193.229.59,2019-06-27T16:02:40,Monroeville and Eastern Suburbs,Monroeville| Pitcairn Borough| Turtle Creek Borough,Giant Eagle #60| Monroeville Park| Monroeville Public Library| Sugar Camp Park| Woodland Hills JSHS,Monroeville via Forest Hills,Downtown (Pittsburgh),Upper Mon Valley,67 - Monroeville| 69 - Trafford| P1 - East Busway - All Stops| P67 - Monroeville Flyer| P68 - Braddock Hills Flyer,3,"Rarely, maybe a couple times a year",Private car,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| The stops/stations are hard to get to because of bad or no sidewalks| Too slow| Transit isnt reliable to get me where Im going on time,18-24 years old,Full-time employment,Monroeville,Woman,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
62,7c428ab5-f695-49a2-a751-b67a05d3b0b3,108.32.70.251,2019-08-24T18:36:04,Monroeville and Eastern Suburbs,Monroeville| North Braddock Borough| Wilkinsburg Borough,"Trader Joes, 6343 Penn Ave, Pittsburgh, Pennsylvania 15206, United States| ALDI, 2348 Ardmore Blvd, Pittsburgh, Pennsylvania 15221, United States| ALDI, Monroeville, Pennsylvania 15146, United States",Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Allegheny Valley| South Hills,,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",No more than once a week,Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Monroeville,Woman,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
63,9cf382db-9ed8-4090-9f25-7e0e0a3a0628,174.229.10.35,2019-08-10T16:57:05,Monroeville and Eastern Suburbs,Braddock Hills Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Monroeville| North Braddock Borough| Rankin Borough| Turtle Creek Borough,"UPMC East| Waterfront Stacks, Homestead, Pennsylvania 15120, United States| Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States| Giant Eagle, 3550 William Penn Hwy, Pittsburgh, Pennsylvania 15235, United States",Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Oakland (Pittsburgh),East Hills,59 - Mon Valley| 61B - Braddock - Swissvale| 68 - Braddock Hills,5,"Rarely, maybe a couple times a year",Private car,Public transit is not available where I am travelling to/from| Transit doesnt come often enough,55-64 years old,Prefer Not to Answer,Monroeville,Woman,White,More Sunday services especially to the Oakland area (VA hospital).,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
64,65daddfe-98b7-4d91-a3c1-22710b3979c7,71.60.88.56,2019-07-18T21:37:47,Monroeville and Eastern Suburbs,Monroeville,Braddock Carnegie Library| C C Mellor Library Forest Hills| C C Mellor Memorial Library| Carnegie Free Library of Swissvale| Monroeville Public Library,Monroeville via 376 (P67 Corridor),,,,,Never,Private car,Other,55-64 years old,Retired,Monroeville,Woman,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
65,c9d213a1-61d2-485d-a843-5779d9f17b6b,208.89.33.38,2019-06-25T21:20:06,Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Forest Hills Borough| Monroeville| Swissvale Borough| Turtle Creek Borough| Wilkinsburg Borough,Eastridge Branch Library of Wilkinsburg Public Library| Forbes Hospital| Giant Eagle #77| Monroe Meadows| Monroeville Public Library,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh),North Hills / Parkway North,67 - Monroeville| 69 - Trafford,2,Daily commute,Jitney| Taxi| Uber/Lyft,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| The stops/stations are hard to get to because of bad or no sidewalks| Too slow,45-54 years old,Full-time employment,Monroeville,Woman,Black or African American,the bus should start earlier on the weekends because people have to get to work on the weekends (7am to 7pm) monroeville 67,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
66,1cb4f9f6-70a4-4ff6-8355-aac6dbea1a51,207.91.59.162,2019-06-28T18:04:14,Monroeville and Eastern Suburbs,Monroeville,Forbes Hospital| Miracle Mile| Monroeville Park| UPMC East,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West,67 - Monroeville,2,"Rarely, maybe a couple times a year",Private car| Walking,Public transit is not available where I am travelling to/from| No transit service at the times I need it,35-44 years old,Full-time employment,Monroeville,Woman,White,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
67,31982789-f180-474d-a357-9f3a72f5543f,189.217.104.49,2019-06-27T23:17:11,Monroeville and Eastern Suburbs,Monroeville,Aldi #56| Forbes Hospital| Giant Eagle #60| Monroeville Park| Ramsey El Sch,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Airport Corridor / Parkway West,P67 - Monroeville Flyer,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.","Rarely, maybe a couple times a year",Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| The stops/stations are hard to get to because of bad or no sidewalks,35-44 years old,Unemployed,Monroeville,Woman,"Hispanic, Latino, or Spanish",If i have the opportunity to use a bus I will quit driving my car. ,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
68,1411c4f5-cb84-419d-86ad-47586b02349e,138.128.33.248,2019-07-09T11:05:06,Monroeville and Eastern Suburbs,Churchill Borough| Monroeville| Pitcairn Borough| Turtle Creek Borough| Wilkins Township,Forbes Hospital| Giant Eagle #60| Miracle Mile| Monroeville Mall| UPMC East,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Airport Corridor / Parkway West,61D - Murray| 67 - Monroeville| 69 - Trafford,5,Several times a week,Private car,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Transit isnt reliable to get me where Im going on time,55-64 years old,Retired,Monroeville,Woman,White,"Please consider (re-consider) the concept of smaller community busses.  Monroeville used to have a Gold Bus specifically to transport people to grocery stores, malls, and hospitals in the area.  I am a supporter of public transportation but it is very inconvenient in the East Suburbs.  I have to drive to a bus stop (Monroeville Mall or Penn Center) and because I am going to Oakland don\t have the option of a flyer bus.  Therefore I leave my house at 8 AM to arrive at Pitt in time for 10 AM classes.  Wait times back to Monroeville for the 67 or 69 routes are typically 45 minutes or more (they appear to run only once per hour). Perhaps a commuter rail from the east suburbs should be considered or electric buses?",MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
69,5fdadd24-89f1-43bc-a138-a2dabf0b1ff3,98.111.237.166,2019-08-07T01:18:44,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Chalfant Borough| Churchill Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Homestead Borough| McKeesport| Monroeville| Munhall Borough| North Braddock Borough| North Versailles Township| Pitcairn Borough| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Whitaker Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,Braddock Carnegie Library| Braddock Hills Shopping Center| Monroeville Mall| Monroeville Public Library| North Versailles Public Library,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Hill (Pittsburgh)| Lawrenceville (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh)| West End neighborhoods (Pittsburgh),Airport Corridor / Parkway West| Allegheny Valley| East Hills| North Hills / Parkway North| Northeast Allegheny County| Ohio Valley| South Hills| Upper Mon Valley,P12 - Holiday Park Flyer,,Daily commute,Carpool| Private car| Walking,I only use public transit,25-34 years old,Full-time employment,Monroeville,Man,Black or African American,Public transportation is essential for the quality of life for a lot of people here in Pittsburgh! ,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
70,c3b3aa3b-9c3e-4a4b-a483-c44fcd4b286c,172.58.46.252,2019-08-07T19:23:38,Monroeville and Eastern Suburbs,East Pittsburgh Borough| Monroeville,"Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Sally Beauty Supply, Walmart Drive, North Versailles, Pennsylvania 15137, United States| Burger King, 121 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Castle Avenue, North Versailles, Pennsylvania 15137, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),Ohio Valley| Upper Mon Valley,14 - Ohio Valley| 67 - Monroeville| 93 - Lawrenceville - Oakland - Hazelwood,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Jitney| Uber/Lyft,Too expensive,18-24 years old,Full-time employment,Monroeville,Woman,Black or African American,,MONROEVILLE,Monroeville Municipality,Turtle Creek Valley,52330,879,78
71,dd248366-cb6b-48f8-918e-450475759aa6,71.61.125.246,2019-06-24T18:19:59,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| McKeesport| Monroeville| North Versailles Township| Pitcairn Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Wilkins Township| Wilmerding Borough,User Created| User Created| User Created| User Created| User Created,Mon Valley via Westinghouse Bridge,Lawrenceville (Pittsburgh),South Hills,59 - Mon Valley| 69 - Trafford,,"Rarely, maybe a couple times a year",ACCESS,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| Too expensive| The stops/stations are hard to get to because of bad or no sidewalks| I usually need to carry too many things,55-64 years old,Full-time employment,Wilmerding Borough,Woman,White,"My son uses public transportation more than I do, but I do occasionally. I also work with other families who struggle to find transportation in our area. We would definitely benefit from more service to this area.",WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
72,9ec152e6-e478-4a81-8d91-d276795f83cb,184.195.203.235,2019-08-31T20:53:52,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Homestead Borough| McKeesport| Monroeville| Munhall Borough| North Braddock Borough| North Versailles Township| Pitcairn Borough| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Whitaker Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,"CCP Monroeville| Childrens Hospital of Pittsburgh East| Forest Hills Medical Associates UPMC| MedExpress Urgent Care PC Pennsylvania| Rolling Woods Drive, North Versailles, Pennsylvania 15137, United States",Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Oakland (Pittsburgh),Airport Corridor / Parkway West,48 - Arlington| 59 - Mon Valley| 61A - Swissvale| 61B - Braddock - Swissvale| 67 - Monroeville| 68 - Braddock Hills| 69 - Trafford| P1 - East Busway - All Stops| P3 - East Busway - Oakland,2,Multiple trips per day,Bicycle| Carpool| Jitney| Private car| Uber/Lyft| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| Too expensive| The stops/stations are hard to get to because of bad or no sidewalks| Too slow,25-34 years old,Full-time employment,Wilmerding Borough,Woman,Other,rolling woods drive has no bus service. it used too have gold link buses. affordable  housing,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
73,c7824474-881d-4869-b200-225bbcc7db4e,184.195.203.235,2019-08-31T20:25:46,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| McKeesport| Monroeville| North Braddock Borough| North Versailles Township| Pitcairn Borough| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,Co Gos #329| Forbes Hospital| Miracle Mile| Monroeville Mall| The Waterfront,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh),Upper Mon Valley,59 - Mon Valley| 69 - Trafford| P1 - East Busway - All Stops,2,Several times a week,Jitney| Private car,Too expensive,45-54 years old,Full-time employment,Wilmerding Borough,Woman,Asian,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
74,4edcb742-8ab0-4e46-b398-4ad7e72a8bef,173.113.15.221,2019-07-12T18:51:36,McKeesport and the Mon Valley,East Pittsburgh Borough| Forest Hills Borough| North Versailles Township| Swissvale Borough| Turtle Creek Borough| Wilmerding Borough,"Wal-Mart Super Center #2588| Wilmerding Apartments | Wine and Spirits Stores, 500 Lincoln Hwy, North Versailles, Pennsylvania 15137, United States",Mon Valley via Keystone Commons,Downtown (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh),,69 - Trafford,,"Rarely, maybe a couple times a year",Heritage Community Transportation| Walking,Too expensive| Other,65-74 years old,Retired,Wilmerding Borough,Woman,White,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
75,783bdc06-79c9-435a-a7db-aa1082e85456,174.242.32.185,2019-07-12T19:18:34,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,East McKeesport Borough| North Versailles Township| Turtle Creek Borough,"Giant Eagle| North Versailles Public Library| Shop n Save| UPMC East| 314 Commerce Street, Wilmerding, Pennsylvania 15148, United States",Mon Valley via Keystone Commons,,,59 - Mon Valley| 69 - Trafford,,No more than once a week,Heritage Community Transportation,Public transit is not available where I am travelling to/from,65-74 years old,Retired,Wilmerding Borough,Woman,White,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
76,16b39159-1d4e-488b-8412-588cce311b7c,173.6.139.38,2019-07-12T20:11:02,McKeesport and the Mon Valley,East Pittsburgh Borough| Forest Hills Borough| North Versailles Township| Turtle Creek Borough| Wilmerding Borough,"Haymaker Village Shops, Monroeville, Pennsylvania 15146, United States| Penn Plz, Turtle Creek, Pennsylvania 15145, United States| Ardmore Blvd, Ardmore Blvd, Pittsburgh, Pennsylvania 15221, United States",Mon Valley via Keystone Commons,Downtown (Pittsburgh)| Oakland (Pittsburgh),,69 - Trafford,2,Multiple trips per day,Heritage Community Transportation| Private car,Public transit is not available where I am travelling to/from| Transit doesnt come often enough,55-64 years old,Unemployed,Wilmerding Borough,Woman,White,service to haymaker village on the weekend,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
77,f6731d59-6a48-402b-b81c-e4a9f2ea7f66,173.6.139.38,2019-07-12T19:19:04,McKeesport and the Mon Valley,East Pittsburgh Borough| Forest Hills Borough| Turtle Creek Borough| Wilmerding Borough,"Dollar General, 120 Penn Avenue, Turtle Creek, Pennsylvania 15145, United States| PNC Bank, 2400 Ardmore Blvd, Pittsburgh, Pennsylvania 15221, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh),,69 - Trafford,2,No more than once a week,ACCESS| Heritage Community Transportation,Public transit is not available where I am travelling to/from,75 years or older,Retired,Wilmerding Borough,Woman,Black or African American,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
78,4b4cb112-7026-420c-9083-3fb2c33fbf0c,173.112.169.16,2019-07-11T19:21:52,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Forest Hills Borough| McKeesport| Monroeville| North Versailles Township| Turtle Creek Borough,"Wilmerding Apartments | Turtle Creek Human Services Center, Shaw Ave, Turtle Creek, PA 15145, Turtle Creek, Pennsylvania 15145, United States| Haymaker Village Shops, Monroeville, Pennsylvania 15146, United States| ALDI, 2348 Ardmore Blvd, Pittsburgh, Pennsylvania 15221, United States",Mon Valley via Keystone Commons,Downtown (Pittsburgh)| Oakland (Pittsburgh)| South Side and Station Square (Pittsburgh),,69 - Trafford,2,Several times a week,ACCESS| Heritage Community Transportation,Public transit is not available where I am travelling to/from| Too slow,55-64 years old,Retired,Wilmerding Borough,Man,White,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
79,516eb762-8ebf-4b08-80a6-a98a1df9d9b6,174.242.0.163,2019-07-11T18:51:44,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Rankin Borough| Whitaker Borough,"North Versailles Public Library| The Waterfront| 314 Commerce Street, Wilmerding, Pennsylvania 15148, United States| Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States| Kennywood, 4800 Kennywood Blvd, West Mifflin, Pennsylvania 15122, United States",Mon Valley via Keystone Commons,Lawrenceville (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh),,1 - Freeport Road| 69 - Trafford| P1 - East Busway - All Stops,,No more than once a week,ACCESS| Heritage Community Transportation| Jitney,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it,65-74 years old,Unemployed,Wilmerding Borough,Woman,White,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
80,e7feb90c-cd85-47c2-9f1b-f26fa7822288,67.172.22.148,2019-08-07T03:36:11,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Hills Borough| Chalfant Borough| Churchill Borough| East McKeesport Borough| East Pittsburgh Borough| Forest Hills Borough| Monroeville| North Versailles Township| Pitcairn Borough| Turtle Creek Borough| Wall Borough| Wilkins Township| Wilmerding Borough,Chicora Street Park & Community Center| Grace Baptist Church| Miracle Mile| Monroeville Mall| Renziehausen Park,Mon Valley via Keystone Commons,Downtown (Pittsburgh)| Lawrenceville (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| Oakland (Pittsburgh),,59 - Mon Valley| 61B - Braddock - Swissvale| 61C - McKeesport - Homestead| 64 - Lawrenceville - Waterfront| 67 - Monroeville| 68 - Braddock Hills| 69 - Trafford| 93 - Lawrenceville - Oakland - Hazelwood| P67 - Monroeville Flyer| P68 - Braddock Hills Flyer| P69 - Trafford Flyer,3,Several times a week,Heritage Community Transportation| Jitney| Private car| Uber/Lyft| Walking,Public transit is not available where I am travelling to/from| Transit doesnt come often enough| No transit service at the times I need it| The stops/stations are hard to get to because of bad or no sidewalks| Too slow| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,25-34 years old,Full-time employment,Wilmerding Borough,Woman,White,,WILMERDING,Wilmerding Borough,Turtle Creek Valley,85496,867,4138
81,5a74d6fc-357c-4ca8-8fb3-0c53a9a2a18e,107.77.224.181,2019-07-19T14:14:09,Monroeville and Eastern Suburbs,Braddock Borough| Edgewood Borough| Forest Hills Borough| Monroeville| Rankin Borough| Swissvale Borough| Wilkins Township| Wilkinsburg Borough,Aldi| Carnegie Free Library of Swissvale| Getgo #3106| Giant Eagle| Monroeville Public Library,Monroeville via Wilkinsburg (67 Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West,28X - Airport Flyer| 77 - Penn Hills| P1 - East Busway - All Stops| P16 - Penn Hills Flyer| P3 - East Busway - Oakland,4-A Balance.,No more than once a week,Private car| Walking,Public transit is not available where I am travelling to/from| I usually need to carry too many things,55-64 years old,Retired,Penn Hills Township,Woman,Black or African American,"Yes,I would like to see bus service returned to Rodi Road and to the Penn Hills Shopping Center.",PENN HILLS,Penn Hills Municipality,Turtle Creek Valley,59032,934,35908
82,5e3bdb82-ae28-48ac-ae04-fc98968d350c,174.242.35.95,2019-07-30T22:32:57,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Churchill Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Homestead Borough| McKeesport| Monroeville| Munhall Borough| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough| Turtle Creek Borough| West Homestead Borough| Whitaker Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,Holy Temple Church of God in Christ| Homestead Apartments A | Macedonia Church| MedExpress Urgent Care PC Pennsylvania| Rankin Christian Center,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),,65 - Squirrel Hill| 77 - Penn Hills| P1 - East Busway - All Stops,2,Daily commute,Private car,Transit doesnt come often enough,45-54 years old,Unemployed,Penn Hills Township,Woman,Black or African American,,PENN HILLS,Penn Hills Municipality,Turtle Creek Valley,59032,934,35908
