id,timestamp,3 - Area of interest,4 - Communities of interest,5 - Destinations,6 - Corridor preference,7 - Pittsburgh areas,8 - Allegheny County areas,9 - PAAC Routes Used,10 - Routing Type Preference,11 - Current Transit Frequency,11 - Current Transit Usage,12 - Other Transport Used,12 - Why Other Transport Used,13 - Age,13 - Employment status,13 - Where From,14 - Gender,14 - Race,15 - Comments
1cc00179-2ebe-4ca0-9da2-253d2e3d4e7f,2019-08-11T17:59:55,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '90', 'text': 'Homestead Borough'}, {'fid': '95', 'text': 'Munhall Borough'}, {'fid': '92', 'text': 'West Homestead Borough'}]","[{'fid': 'poi.1262720385621', 'text': 'Waterfront Stacks, Homestead, Pennsylvania 15120, United States'}, {'fid': 'poi.2319282384194', 'text': 'Century Square Luxury Cinema, West Mifflin, Pennsylvania 15122, United States'}, {'fid': 'poi.3204045681696', 'text': 'CCAC South Campus, 1750 Clairton Rd, West Mifflin, Pennsylvania 15122, United States'}, {'fid': 'poi.3006477124531', 'text': 'Jefferson Hospital, 575 Coal Valley Rd, Jefferson Hills, Pennsylvania 15025, United States'}]","[{'fid': '1000', 'text': 'Mon Valley via Homestead (61C Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10144', 'text': 'South Side and Station Square (Pittsburgh)'}]","[{'fid': '10017', 'text': 'South Hills'}]","[{'fid': '48', 'text': '53 - Homestead Park'}, {'fid': '4', 'text': '61C - McKeesport - Homestead'}]",['2'],['No more than once a week'],['Errands'],['Private car'],"['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it']",['18-24 years old'],['Full-time employment'],['Munhall Borough'],['Man'],['White'],"['The community needs a bus like the old 55M.  That bus would take you from McKeesport / Homestead / Munhall with drop off points at the mall (which is closed), Jefferson Hospital and CCAC.  Now in order to get to the hospital / CCAC you have to take a bus to Walmart and transfer.']"
f6731d59-6a48-402b-b81c-e4a9f2ea7f66,2019-07-12T19:19:04,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '60', 'text': 'Wilmerding Borough'}]","[{'fid': 'poi.3178275850244', 'text': 'Dollar General, 120 Penn Avenue, Turtle Creek, Pennsylvania 15145, United States'}, {'fid': 'poi.3281355019035', 'text': 'PNC Bank, 2400 Ardmore Blvd, Pittsburgh, Pennsylvania 15221, United States'}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]",[],"[{'fid': '32', 'text': '69 - Trafford'}]",['2'],['No more than once a week'],['Errands'],"['ACCESS', 'Heritage Community Transportation']",['Public transit is not available where I am travelling to/from'],['75 years or older'],['Retired'],['Wilmerding Borough'],['Woman'],['Black or African American'],['']
0cfeeaf6-fe5e-4f48-81b2-56e5ebd043b4,2019-06-27T11:47:13,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '175', 'text': 'Forest Hills Borough'}]","[{'fid': '19152', 'text': 'Aldi #56'}, {'fid': '16778', 'text': 'Forbes Road CTC'}, {'fid': '19193', 'text': 'Giant Eagle #60'}, {'fid': '19201', 'text': 'Giant Eagle #77'}, {'fid': '16998', 'text': 'Woodland Hills JSHS'}]","[{'fid': '1080', 'text': 'Monroeville via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10002', 'text': 'Allegheny Valley'}]","[{'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '40', 'text': 'P69 - Trafford Flyer'}, {'fid': '42', 'text': 'P76 - Lincoln Highway Flyer'}]",['3'],"['Rarely, maybe a couple times a year']",['Commuting/Work'],"['Bicycle', 'Private car', 'Uber/Lyft', 'Walking']","['Public transit is not available where I am travelling to/from', ""Transit isn't reliable to get me where I'm going on time""]",['45-54 years old'],['Full-time employment'],['Forest Hills Borough'],['Man'],['White'],['']
cdfc5580-07fa-4750-b405-27f7fde841d9,2019-07-12T23:25:26,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '185', 'text': 'Chalfant Borough'}, {'fid': '165', 'text': 'Churchill Borough'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '155', 'text': 'Pitcairn Borough'}, {'fid': '5', 'text': 'Rankin Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '145', 'text': 'Wilkins Township'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]",[],"[{'fid': '1080', 'text': 'Monroeville via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10067', 'text': 'East Hills'}, {'fid': '10017', 'text': 'South Hills'}]","[{'fid': '48', 'text': '53 - Homestead Park'}]",['5'],['No more than once a week'],"['School', 'Family']",['Jitney'],['No transit service at the times I need it'],['12-17 years old'],['Unemployed'],['Avalon Borough'],['Woman'],['Native Hawaiian or other Pacific Islander'],['no']
93fa2223-ff32-4940-aeaa-17626030d944,2019-06-27T18:11:37,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '90', 'text': 'Homestead Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '17879', 'text': 'Frick Park'}, {'fid': '19307', 'text': 'Monroeville Mall'}, {'fid': '19309', 'text': 'The Waterfront'}, {'fid': 'poi.3143916124271', 'text': 'Dairy Queen, 2525 Monroeville Blvd, Monroeville, Pennsylvania 15146, United States'}]","[{'fid': '1050', 'text': 'Monroeville via Wilkinsburg (67 Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}]","[{'fid': '10002', 'text': 'Allegheny Valley'}, {'fid': '10003', 'text': 'North Hills / Parkway North'}]","[{'fid': '4', 'text': '61C - McKeesport - Homestead'}, {'fid': '16', 'text': '71B - Highland Park'}, {'fid': '57', 'text': '75 - Ellsworth'}, {'fid': '37', 'text': '87 - Friendship'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}]",['6'],['Multiple trips per day'],"['Commuting/Work', 'Errands', 'Medical', 'Social', 'Other']","['Private car', 'Taxi', 'Walking']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'The stops/stations are hard to get to because of bad or no sidewalks', 'I usually need to carry too many things', ""Transit isn't reliable to get me where I'm going on time""]",['35-44 years old'],['Full-time employment'],['Morningside (Pittsburgh)'],['Woman'],['White'],['']
33f6ce91-6f2f-4d29-b79e-b8ef4b22923f,2019-06-22T15:16:22,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '145', 'text': 'Wilkins Township'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '19611', 'text': 'Ardmore Shopping Center'}, {'fid': '19311', 'text': 'Edgewood Towne Center'}, {'fid': '19308', 'text': 'Miracle Mile'}, {'fid': '17959', 'text': 'UPMC East'}]","[{'fid': '1040', 'text': 'Monroeville via 376 (P67 Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10067', 'text': 'East Hills'}]","[{'fid': '7', 'text': '71D - Hamilton'}, {'fid': '36', 'text': '86 - Liberty'}, {'fid': '17', 'text': '88 - Penn'}, {'fid': '63', 'text': 'P16 - Penn Hills Flyer'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}, {'fid': '64', 'text': 'P67 - Monroeville Flyer'}]",['2'],['Several times a week'],['Commuting/Work'],"['ACCESS', 'Jitney', 'Taxi', 'Uber/Lyft']","['Too expensive', ""Transit isn't reliable to get me where I'm going on time""]",['25-34 years old'],['Full-time employment'],['East Hills (Pittsburgh)'],['Woman'],['Black or African American'],['']
d4538def-cd68-455b-a63c-a2d9e83f636b,2019-06-22T15:24:11,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '120', 'text': 'Wilkinsburg Borough'}]","[{'fid': '17036', 'text': 'Carnegie Free Library of Swissvale'}, {'fid': '19584', 'text': 'Dumplin Hall '}, {'fid': '17051', 'text': 'Eastridge Branch Library of Wilkinsburg Public Library'}, {'fid': '17743', 'text': 'Stone Soup Garden'}, {'fid': '17081', 'text': 'Wilkinsburg Public Library'}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10149', 'text': 'Mon Valley neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10162', 'text': 'Penn and Liberty Ave neighborhoods (Pittsburgh)'}, {'fid': '10187', 'text': 'Shadyside and Squirrel Hill (Pittsburgh)'}, {'fid': '10163', 'text': 'South Hills neighborhoods (Pittsburgh)'}, {'fid': '10144', 'text': 'South Side and Station Square (Pittsburgh)'}, {'fid': '10134', 'text': 'The Strip (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}, {'fid': '10003', 'text': 'North Hills / Parkway North'}, {'fid': '10017', 'text': 'South Hills'}]","[{'fid': '25', 'text': '41 - Bower Hill'}, {'fid': '80', 'text': '71C - Point Breeze'}, {'fid': '37', 'text': '87 - Friendship'}, {'fid': '17', 'text': '88 - Penn'}, {'fid': '49', 'text': '91 - Butler Street'}, {'fid': '19', 'text': 'BLSV - Blue Line South Hills Village'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '12', 'text': 'P2 - East Busway Short'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}, {'fid': '77', 'text': 'RED - Red Line Castle Shannon'}]",['3'],['Daily commute'],"['Commuting/Work', 'Family', 'Errands', 'Medical', 'Social']","['Jitney', 'Taxi', 'Uber/Lyft']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', ""Transit isn't reliable to get me where I'm going on time""]",['25-34 years old'],['Full-time employment'],['Friendship (Pittsburgh)'],['Woman'],['White'],['Keep it affordable and better transfer reduced prices.']
deda5dce-c7a9-4180-817d-304fd698806e,2019-06-25T02:41:57,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '125', 'text': 'Edgewood Borough'}, {'fid': '175', 'text': 'Forest Hills Borough'}, {'fid': '150', 'text': 'Monroeville'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '135', 'text': 'Swissvale Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}]","[{'fid': '19338', 'text': 'Forbes Hospital'}, {'fid': '19586', 'text': 'General Braddock Tower '}, {'fid': '19571', 'text': 'Mapleview Terrace '}, {'fid': 'address.1199921346018356', 'text': 'user-created answer via Mapbox Geocoding Service'}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]",[],"[{'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '87', 'text': 'P3 - East Busway - Oakland'}]","['7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.']","['Rarely, maybe a couple times a year']",['Social'],"['ACCESS', 'Jitney']","[""Transit doesn't come often enough"", 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['25-34 years old'],['Full-time employment'],['Braddock Borough'],['Woman'],['Black or African American'],['']
517979ac-5871-422e-98b0-7a932e62ba7b,2019-08-19T17:24:02,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '100', 'text': 'Duquesne'}, {'fid': '95', 'text': 'Munhall Borough'}]","[{'fid': 'poi.2800318753940', 'text': 'Greater Pittsburgh Community Food Bank, 1 N Linden St, Duquesne, Pennsylvania 15110, United States'}]","[{'fid': '1010', 'text': 'Mon Valley via East Busway (P7 Corridor) '}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10017', 'text': 'South Hills'}]","[{'fid': '81', 'text': '52L - Homeville Limited'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']","['Rarely, maybe a couple times a year']",['Commuting/Work'],['Uber/Lyft'],"['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow']",['45-54 years old'],['Full-time employment'],['West Mifflin Borough'],['Man'],['White'],['I think the terrain of the area hinders public transportation. Buses are large and heavy and many of the roads cannot be accessed by such vehicles.']
e99c088c-f509-407e-a6b8-a470c052602e,2019-06-27T16:02:40,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '150', 'text': 'Monroeville'}, {'fid': '155', 'text': 'Pitcairn Borough'}, {'fid': '50', 'text': 'Turtle Creek Borough'}]","[{'fid': '19193', 'text': 'Giant Eagle #60'}, {'fid': '17578', 'text': 'Monroeville Park'}, {'fid': '17058', 'text': 'Monroeville Public Library'}, {'fid': '17180', 'text': 'Sugar Camp Park'}, {'fid': '16998', 'text': 'Woodland Hills JSHS'}]","[{'fid': '1080', 'text': 'Monroeville via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10030', 'text': 'Upper Mon Valley'}]","[{'fid': '59', 'text': '67 - Monroeville'}, {'fid': '32', 'text': '69 - Trafford'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}, {'fid': '64', 'text': 'P67 - Monroeville Flyer'}, {'fid': '39', 'text': 'P68 - Braddock Hills Flyer'}]",['3'],"['Rarely, maybe a couple times a year']",['Commuting/Work'],['Private car'],"['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'The stops/stations are hard to get to because of bad or no sidewalks', 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['18-24 years old'],['Full-time employment'],['Monroeville'],['Woman'],['White'],['']
931d1936-3183-45e4-bf9b-92d034b12493,2019-08-30T12:16:37,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '165', 'text': 'Churchill Borough'}, {'fid': '150', 'text': 'Monroeville'}]","[{'fid': '19200', 'text': 'Giant Eagle #76'}, {'fid': '19201', 'text': 'Giant Eagle #77'}, {'fid': '19308', 'text': 'Miracle Mile'}]","[{'fid': '1030', 'text': 'Mon Valley via Keystone Commons'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10149', 'text': 'Mon Valley neighborhoods (Pittsburgh)'}]","[{'fid': '10002', 'text': 'Allegheny Valley'}, {'fid': '10067', 'text': 'East Hills'}]","[{'fid': '59', 'text': '67 - Monroeville'}, {'fid': '64', 'text': 'P67 - Monroeville Flyer'}]",['3'],['Daily commute'],['Commuting/Work'],"['Private car', 'Uber/Lyft', 'Walking']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'The stops/stations are hard to get to because of bad or no sidewalks', 'I usually need to carry too many things', ""Transit isn't reliable to get me where I'm going on time""]",['25-34 years old'],['Full-time employment'],['Churchill Borough'],['Woman'],['White'],"[""I'm content with public transit for my daily work commute from Churchill into downtown Pittsburgh, but when it comes to traveling for work to other areas of Allegheny County, running errands (e.g., grocery shopping and retail shopping), visiting family, or going to my place of worship, I don't feel like I have as many direct options in terms of public transit from where I live. I'm fortunate enough to have a car that I can use to get to those places with ease, and I actually prefer to drive in most cases, but I know that others are not so fortunate.\n\nThe area that I strongly believe needs a connection to the P67 line is the Churchill Valley area of Penn Hills. I have known several people who walk along unsafe, unpaved sides of roads along Rodi Road for 30 minutes to get to the P67 stop at William Penn Highway and Rodi Road. I also go to the Penn Hills shopping center once a week to run errands. I believe Rodi Road had a bus route on that strip in the past, but no longer does, and it would be great to see it come back.\n\nThank you also for your beautifully designed website, infographics, and interactive maps! Props to everyone involved! It was a pleasure to learn about your initiative and take this survey.""]"
d7911852-3547-4f0d-99f1-18d9f679ea2c,2019-07-03T18:44:24,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '100', 'text': 'Duquesne'}, {'fid': '110', 'text': 'McKeesport'}, {'fid': '75', 'text': 'North Versailles Township'}, {'fid': '50', 'text': 'Turtle Creek Borough'}, {'fid': '92', 'text': 'West Homestead Borough'}]","[{'fid': '17036', 'text': 'Carnegie Free Library of Swissvale'}, {'fid': '17038', 'text': 'Carnegie Library of Homestead'}]","[{'fid': '1010', 'text': 'Mon Valley via East Busway (P7 Corridor) '}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10143', 'text': 'Lawrenceville (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}, {'fid': '10163', 'text': 'South Hills neighborhoods (Pittsburgh)'}, {'fid': '10144', 'text': 'South Side and Station Square (Pittsburgh)'}, {'fid': '10141', 'text': 'West End neighborhoods (Pittsburgh)'}]","[{'fid': '10017', 'text': 'South Hills'}]","[{'fid': '4', 'text': '61C - McKeesport - Homestead'}, {'fid': '53', 'text': 'P7 - McKeesport Flyer'}]",[],['Several times a week'],"['Commuting/Work', 'Medical', 'Social']",['Private car'],"['Public transit is not available where I am travelling to/from', 'Too expensive', 'The stops/stations are hard to get to because of bad or no sidewalks']",['45-54 years old'],['Part-time employment'],['Duquesne'],['Man'],['Black or African American'],['']
4dda8a9e-15d4-4219-af1b-93129f5c77c7,2019-07-09T18:34:41,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '25', 'text': 'Braddock Hills Borough'}, {'fid': '100', 'text': 'Duquesne'}, {'fid': '30', 'text': 'East Pittsburgh Borough'}, {'fid': '90', 'text': 'Homestead Borough'}, {'fid': '75', 'text': 'North Versailles Township'}]","[{'fid': '19178', 'text': 'Giant Eagle #0015'}, {'fid': '16769', 'text': 'Logan El Sch'}, {'fid': '19258', 'text': 'Wal-Mart Super Center #2588'}, {'fid': '17183', 'text': 'Washington Rd. Parklet'}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10160', 'text': 'Highland Park and surrounding neighborhoods (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10136', 'text': 'North Side neighborhoods (Pittsburgh)'}]","[{'fid': '10067', 'text': 'East Hills'}]","[{'fid': '82', 'text': '55 - Glassport'}, {'fid': '102', 'text': '59 - Mon Valley'}, {'fid': '42', 'text': 'P76 - Lincoln Highway Flyer'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['Daily commute'],['Commuting/Work'],['Uber/Lyft'],"[""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow']",['18-24 years old'],['Full-time employment'],['North Versailles Township'],['Man'],['Black or African American'],['']
4bdf2a41-330b-4ec5-a213-056f5b210b1c,2019-07-10T20:52:39,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '110', 'text': 'McKeesport'}]","[{'fid': '17031', 'text': 'Braddock Carnegie Library'}, {'fid': '17034', 'text': 'C C Mellor Library Forest Hills'}, {'fid': '17036', 'text': 'Carnegie Free Library of Swissvale'}, {'fid': '17038', 'text': 'Carnegie Library of Homestead'}, {'fid': '17039', 'text': 'Carnegie Library of McKeesport'}]","[{'fid': '1010', 'text': 'Mon Valley via East Busway (P7 Corridor) '}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]",[],"[{'fid': '54', 'text': '56 - Lincoln Place'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}]",['3'],['Multiple trips per day'],['Commuting/Work'],"['Bicycle', 'Private car']","['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['25-34 years old'],['Full-time employment'],['Dravosburg Borough'],['Woman'],['White'],"['I filled this out specific to my experience, but think that better public transit along many of these routes would be vital for a lot of people. More and more and more, please. ']"
92c8d816-8ccd-4f1f-8c72-c1d35f373b4e,2019-09-21T14:31:21,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '10', 'text': 'Braddock Borough'}, {'fid': '20', 'text': 'North Braddock Borough'}, {'fid': '75', 'text': 'North Versailles Township'}]","[{'fid': 'address.6379605834782362', 'text': 'Grant Street, Mckeesport, Pennsylvania 15132, United States'}, {'fid': 'poi.2156073585381', 'text': 'Walmart, 877 Freeport Rd, Pittsburgh, Pennsylvania 15215, United States'}]","[{'fid': '1000', 'text': 'Mon Valley via Homestead (61C Corridor)'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10048', 'text': 'Airport Corridor / Parkway West'}]","[{'fid': '54', 'text': '56 - Lincoln Place'}, {'fid': '4', 'text': '61C - McKeesport - Homestead'}]",[],['Several times a week'],"['Family', 'Medical']",['ACCESS'],['Other'],['65-74 years old'],['Retired'],['McKeesport'],['Man'],['Black or African American'],['']
a2ba51a6-c4ee-4d95-9bc3-f9736a045559,2019-08-20T15:29:44,"[{'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '185', 'text': 'Chalfant Borough'}]","[{'fid': '18605', 'text': 'Forest Hills Farmer’s Market'}, {'fid': '19174', 'text': ""Kuhn's Market""}]","[{'fid': '1060', 'text': 'Monroeville via Braddock & Turtle Creek'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10003', 'text': 'North Hills / Parkway North'}]","[{'fid': '94', 'text': '12 - McKnight'}, {'fid': '40', 'text': 'P69 - Trafford Flyer'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']","['Rarely, maybe a couple times a year']",['Social'],['Private car'],"['Public transit is not available where I am travelling to/from', ""Transit doesn't come often enough"", 'No transit service at the times I need it', 'Too slow', ""Transit isn't reliable to get me where I'm going on time""]",['65-74 years old'],['Retired'],['Chalfant Borough'],['Man'],['White'],['']
353d28b4-d382-4658-983b-fd1af0caacb7,2019-08-10T20:14:11,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}, {'fid': '2', 'text': 'Monroeville and Eastern Suburbs'}]","[{'fid': '50', 'text': 'Turtle Creek Borough'}]","[{'fid': 'poi.2946347629613', 'text': 'Target, 6231 Penn Ave, East Liberty, Pennsylvania 15206, United States'}, {'fid': 'neighborhood.270209', 'text': 'Downtown, Pittsburgh, Pennsylvania 15222, United States'}]","[{'fid': '1070', 'text': 'Mon Valley via Forest Hills'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}, {'fid': '10150', 'text': 'East End neighborhoods (Pittsburgh)'}, {'fid': '10137', 'text': 'North Side and North Shore (Pittsburgh)'}, {'fid': '10130', 'text': 'Oakland (Pittsburgh)'}]",[],"[{'fid': '84', 'text': '61A - Swissvale'}, {'fid': '85', 'text': '61B - Braddock - Swissvale'}, {'fid': '15', 'text': 'P1 - East Busway - All Stops'}]","['1-Faster and more direct buses, but with more transfers and wider bus stop spacing.']",['Multiple trips per day'],['Commuting/Work'],"['Private car', 'Uber/Lyft', 'Walking']",['Too slow'],['18-24 years old'],['Full-time employment'],['Braddock Borough'],['Man'],['Black or African American'],['']
1679afb3-8363-4ac6-bc6d-bd3bc3144c30,2019-06-27T13:21:34,"[{'fid': '1', 'text': 'McKeesport and the Mon Valley'}]","[{'fid': '110', 'text': 'McKeesport'}, {'fid': '75', 'text': 'North Versailles Township'}]",[],"[{'fid': '1020', 'text': 'Mon Valley via Westinghouse Bridge'}]","[{'fid': '10135', 'text': 'Downtown (Pittsburgh)'}]","[{'fid': '10067', 'text': 'East Hills'}]","[{'fid': '42', 'text': 'P76 - Lincoln Highway Flyer'}]",['2'],['Daily commute'],['Commuting/Work'],['Private car'],['No transit service at the times I need it'],['45-54 years old'],['Full-time employment'],['White Oak Borough'],['Woman'],['White'],['']
